입찰공고번호,업무,업종코드,업종명,공고명,공고기관,수요기관,WTO품목번호,게시일시,입찰개시일시,입찰마감일시,예가방법,추첨번호공개여부,지역제한,참가가능지역,추정가격,기초금액,A값
20201001728-00,공사,0002,건축공사업,저온유통체계 구축사업 저온저장고 신규설치(건축),강원도 영월군,강원도 영월군,건설공사,2020/10/05 18:15,2020/10/06 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도 영월군],143256364,157582000,0
20201001715-00,공사,0002,건축공사업,의원회관 BF인증 시설보완공사,국회 국회사무처,국회 국회사무처,건설공사,2020/10/05 18:14,2020/10/06 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[서울특별시],20763636,22840000,0
20201000262-05,공사,0002,건축공사업,마포구립장애인직업재활센터 리모델링 공사,마포구립장애인직업재활센터,마포구립장애인직업재활센터,건설공사,2020/10/05 17:48,2020/10/05 18:00:00,2020/10/08 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[서울특별시],65454546,72000000,0
20201001509-00,공사,0002,건축공사업,중앙노인복지센터 리모델링공사(건축),(재)대한예수교장로회(대신)총회유지재단,(재)대한예수교장로회(대신)총회유지재단,건설공사,2020/10/05 17:36,2020/10/05 18:00:00,2020/10/12 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도 홍천군]  [강원도 춘천시],138280000,152108000,0
20201000552-03,공사,0002,건축공사업,상록모자원 리모델링공사(시설개보수),상록모자원,상록모자원,건설공사,2020/10/05 15:34,2020/10/05 16:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상북도],165363637,181900000,9916768
20201000470-00,공사,0002,건축공사업,공대2호관 등 2개동 내진보강공사(건축),전북대학교,전북대학교,건설공사,2020/10/05 10:47,2020/10/20 00:00:00,2020/10/22 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라북도],1604592728,1765052000,67840472
20201000421-00,공사,0002,건축공사업,공대부속공장 등 4개동 내진보강공사,전북대학교,전북대학교,건설공사,2020/10/05 10:30,2020/10/20 00:00:00,2020/10/22 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라북도],1434098182,1577508000,64653210
20201000357-00,공사,0002,건축공사업,반도체물성연구소 등 4동 내진보강공사(건축),전북대학교,전북대학교,건설공사,2020/10/05 10:08,2020/10/20 00:00:00,2020/10/22 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라북도],1586523637,1745176000,72205123
20200930001-00,공사,0002,건축공사업,대구공업고등학교 테크노폴리스 캠퍼스 증축 및 리모델링 공사(장기계속),대구광역시교육청,대구광역시교육청,건설공사,2020/10/05 10:08,2020/10/07 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[대구광역시],2956320000,3251952000,140297686
20201000294-00,공사,0002,건축공사업,농대 본관 등 4개동 내진보강공사(건축),전북대학교,전북대학교,건설공사,2020/10/05 09:48,2020/10/20 00:00:00,2020/10/22 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라북도],1352718182,1487990000,60774316
20200930461-00,공사,0002,건축공사업,건강한삶터 조성사업장(진주시 지수면 구 상동마을회관) 리모델링 건축공사,경상남도 진주시 지수면,경상남도 진주시 지수면,건설공사,2020/10/05 09:20,2020/10/05 15:00:00,2020/10/12 15:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상남도 진주시],62110000,68321000,0
20200925031-00,공사,0002,건축공사업,경의중앙선 수색역 홈지붕 개량공사,조달청,한국철도공사,건설공사,2020/09/29 17:31,2020/10/13 00:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[서울특별시],482818182,526521000,29708190
20200930465-00,공사,0002,건축공사업,오송보건의료행정타운 제2청사 민원실 건립공사(건축·기계),조달청 충북지방조달청,보건복지부 오송생명과학단지지원센터,건설공사,2020/09/29 17:26,2020/10/13 00:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청북도],666420000,696706000,29099279
20200930214-00,공사,0002,건축공사업,"성남 고등119안전센터 신축공사(건축, 기계)",경기도,경기도 경기도건설본부,건설공사,2020/09/29 13:46,2020/10/05 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도],1762457272,1938703000,102599265
20200929978-00,공사,0002,건축공사업,환경부 (대구) 재활용품 비축기지 구축사업,조달청 대구지방조달청,한국환경공단,건설공사,2020/09/29 11:32,2020/10/13 00:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[대구광역시],1471500000,1597951000,77025371
20200928501-00,공사,0002,건축공사업,저어새 보호시설 및 생태교육장 설치공사(건축 및 기계),인천광역시,인천광역시,건설공사,2020/09/29 09:02,2020/10/07 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[인천광역시],30820000,33902000,0
20200929372-00,공사,0002,건축공사업,대덕종합사회복지관 기능보강사업(환경개선사업),대덕종합사회복지관,대덕종합사회복지관,건설공사,2020/09/28 18:47,2020/09/28 19:00:00,2020/10/12 15:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[대전광역시],188450000,207295000,5706569
20200928290-04,공사,0002,건축공사업,"20년 시흥경찰서 수사부서, 유치장 리모델링공사 입찰공고(건축,기계)",경찰청 경기도남부지방경찰청 시흥경찰서,경찰청 경기도남부지방경찰청 시흥경찰서,건설공사,2020/09/28 14:48,2020/09/28 15:00:00,2020/10/12 17:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도],647165400,711882000,37775663
20200925890-00,공사,0002,건축공사업,실험실 안전환경 폐기물 보관소 설치공사,조달청 경남지방조달청,창원대학교,건설공사,2020/09/25 10:32,2020/10/13 00:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상남도],219384546,236314000,0
20200923643-00,공사,0002,건축공사업,파주 삼릉 관리동 건립공사(건축),조달청 서울지방조달청,문화재청 궁능유적본부 조선왕릉서부지구관리소,건설공사,2020/09/22 21:38,2020/10/08 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,229147000,246078000,12483264
20200923366-00,공사,0002,건축공사업,"첨단금속소재센터 신축공사(건축, 기계, 토목)",조달청 대전지방조달청,충남테크노파크,건설공사,2020/09/22 17:25,2020/10/08 00:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청남도],3703260909,4030203000,214183740
20200919254-00,공사,0002,건축공사업,경북과학고등학교 이전 신축공사,조달청 대구지방조달청,경상북도교육청,건설공사,2020/09/18 10:35,2020/10/12 00:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,23078720000,24561612000,1203755327
20200916885-00,공사,0002,건축공사업,가림초 다목적체육관 및 급식소 증축공사,조달청 인천지방조달청,경기도교육청 경기도광명교육지원청,건설공사,2020/09/16 17:52,2020/10/08 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도],3027201000,3232620000,165712097
20200916171-00,공사,0002,건축공사업,"국가환경시료은행 증축공사 종합건축(건축, 토목, 기계)",조달청 인천지방조달청,환경부 국립환경과학원,건설공사,2020/09/16 14:07,2020/10/12 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[인천광역시],3271529000,3513770000,199083798
20200915979-00,공사,0002,건축공사업,광문초 다목적체육관 및 급식소 증축공사,조달청 인천지방조달청,경기도교육청 경기도광명교육지원청,건설공사,2020/09/16 13:07,2020/10/12 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도],3516920000,3755672000,197884342
20200912797-00,공사,0002,건축공사업,가칭)검단1유치원 신축공사 계약요청(계속비공사),조달청 인천지방조달청,인천광역시교육청,건설공사,2020/09/14 20:12,2020/10/13 10:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[인천광역시],6988220000,7611385000,410467240
20200906299-00,공사,0002,건축공사업,속초법무합동청사 신축공사,조달청 강원지방조달청,법무부,건설공사,2020/09/14 15:59,2020/10/12 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도],2785986364,3004205000,172257183
20200910007-00,공사,0002,건축공사업,김해국제공항 국제선 시설 확충공사,조달청,한국공항공사 부산지역본부,건설공사,2020/09/10 16:04,2020/10/19 00:00:00,2020/10/22 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,31136792727,33455549000,0
20200904418-01,공사,0002,건축공사업,(가칭)서명중학교 교사신축공사(계속비),조달청 부산지방조달청,부산광역시교육청,건설공사,2020/09/07 16:48,2020/10/12 00:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,13740180000,14673735000,782849006
20200902686-00,공사,0002,건축공사업,가칭)검단2중학교 신축공사(계속비)계약,조달청 인천지방조달청,인천광역시교육청,건설공사,2020/09/04 15:42,2020/10/13 10:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,14624500000,15617859000,866276204
20200904338-00,공사,0002,건축공사업,[긴급]가칭)검단1중학교 신축공사(계속비) 계약,조달청 인천지방조달청,인천광역시교육청,건설공사,2020/09/04 14:51,2020/10/13 10:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,15142950000,16171158000,903688518
20200903007-00,공사,0002,건축공사업,양주옥정우체국 건립공사,조달청 서울지방조달청,과학기술정보통신부 우정사업본부 우정사업조달센터,건설공사,2020/09/03 17:58,2020/10/14 10:00:00,2020/10/16 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,10135520000,10164208000,0
20200900449-00,공사,0002,건축공사업,어린이박물관 및 통합시설 건립(건축),조달청,행정중심복합도시건설청,건설공사,2020/09/02 10:10,2020/10/19 00:00:00,2020/10/22 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,28324930000,30525478000,0
20201007083-00,공사,0003,토목건축공사업,"밝은어린이집(장기임차) 리모델링 공사(건축, 기계)(공고대행)",광주광역시 남구,광주광역시 남구,건설공사,2020/10/08 22:28,2020/10/09 09:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[광주광역시],70920000,78012000,0
20201007065-00,공사,0003,토목건축공사업,비안도 북방파제 진입로 개설공사,전라북도 군산시,전라북도 군산시,건설공사,2020/10/08 21:00,2020/10/09 12:00:00,2020/10/16 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라북도],475020000,522522000,22784301
20201007062-00,공사,0003,토목건축공사업,하남초등학교 일원 교통사고 잦은 구간 개선사업,부산광역시 사하구,부산광역시 사하구,건설공사,2020/10/08 20:54,2020/10/13 09:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[부산광역시],113268000,124595000,0
20201007046-00,공사,0003,토목건축공사업,월산2어린이공원 공중화장실 신축공사,광주광역시 남구,광주광역시 남구,건설공사,2020/10/08 20:20,2020/10/09 09:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[광주광역시],82338181,90572000,0
20201007021-00,공사,0003,토목건축공사업,다문초등학교 다목적강당 증축 및 기타공사 입찰공고,경상북도교육청 경상북도경산교육지원청,경상북도교육청 경상북도경산교육지원청,건설공사,2020/10/08 19:48,2020/10/08 20:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상북도],1191144000,1310258400,55106351
20201006987-00,공사,0003,토목건축공사업,구성구역 공공용지 공영주차장 조성공사,대전광역시 동구,대전광역시 동구,건설공사,2020/10/08 18:59,2020/10/13 09:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[대전광역시],97580909,107339000,0
20201006968-00,공사,0003,토목건축공사업,금성동 죽전교 일원 도로 정비공사,부산광역시 금정구,부산광역시 금정구,건설공사,2020/10/08 18:40,2020/10/13 09:00:00,2020/10/15 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[부산광역시],181754545,199930000,0
20201006942-00,공사,0003,토목건축공사업,청량리청과물시장 비·햇빛가리개(3구간) 설치공사(건축),서울특별시 동대문구,서울특별시 동대문구,건설공사,2020/10/08 18:27,2020/10/13 10:00:00,2020/10/15 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[서울특별시],341272728,375400000,0
20201006933-00,공사,0003,토목건축공사업,새마을종합복지회관 시설개선공사(건축),강원도 태백시,강원도 태백시,건설공사,2020/10/08 18:22,2020/10/09 10:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도 태백시],256614546,282276000,0
20201006891-00,공사,0003,토목건축공사업,태백시립도서관 리모델링공사(건축),강원도 태백시,강원도 태백시,건설공사,2020/10/08 18:06,2020/10/09 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도],651497273,716647000,33964952
20201006874-00,공사,0003,토목건축공사업,시설공사 수의견적제출 안내공고[동해여성새로일하기센터 기능보강사업(건축)],강원도 동해시,강원도 동해시,건설공사,2020/10/08 17:57,2020/10/09 10:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도 동해시],66340909,72975000,0
